1	24400	0.7283	0.1047	0.838	3.107	2.846	-5528.8726	-17295.469	5074.0417	4.331	-2.287	-3.077
2	24400	0.7283	0.1047	2.783	3.107	2.869	861.20184	-7551.4437	2347.0354	9.112	0.7608	-0.8958
3	24400	0.7283	0.1047	1.354	3.107	0.3064	-768.83988	19349.325	11819.877	-4.221	-1.667	2.455
4	24400	0.7283	0.1047	2.354	3.107	1.718	8008.8397	-14567.353	4431.6234	4.591	1.453	-3.521
5	24400	0.7283	0.1047	0.4343	3.107	3.031	-6835.9767	-18968.153	4014.9418	4.421	-2.115	-2.466
6	24400	0.7283	0.1047	2.696	3.107	3.049	-5812.2968	-4310.2274	4487.1489	3.944	-7.558	-2.151
7	24400	0.7283	0.1047	0.4353	3.107	1.525	4140.1213	-7422.1642	3901.9808	7.31	1.691	-4.539
8	24400	0.7283	0.1047	0.8789	3.107	0.4457	1893.4534	-8034.0008	907.69175	8.509	1.656	-3.094
9	24400	0.7283	0.1047	1.949	3.107	2.877	-4684.3611	-21413.231	1213.5344	4.839	-1.155	-1.703
10	24400	0.7283	0.1047	0.9017	3.107	3.014	10227.048	-1605.9137	487.91072	1.325	7.474	-3.167
11	24400	0.7283	0.1047	1.288	3.107	0.1122	-14722.786	-948.73276	6591.8971	0.0526	-6.311	-0.7909
12	24400	0.7283	0.1047	0.7407	3.107	2.934	-5450.2112	-3985.4301	2879.5254	6.242	-7.451	1.501
13	24400	0.7283	0.1047	1.223	3.107	2.381	-8137.612	-7318.3593	1179.1869	4.433	-5.518	-3.655
14	24400	0.7283	0.1047	1.04	3.107	1.232	-6017.4706	-5030.3532	4564.936	4.671	-6.799	-1.335
15	24400	0.7283	0.1047	1.288	3.107	0.5378	-859.45138	11293.462	5002.6736	-6.81	-1.58	2.398
16	24400	0.7283	0.1047	1.145	3.107	0.1	-5654.0816	-4593.3521	2530.9676	5.287	-7.633	-2.04
17	24400	0.7283	0.1047	2.359	3.107	0.1451	-8152.7464	2451.342	4917.9467	-2.083	-7.639	0.3539
18	24400	0.7283	0.1047	2.867	3.107	2.587	-8980.1684	-176.79914	3530.1165	1.465	-7.76	3.337
19	24400	0.7283	0.1047	1.177	3.107	0.9962	-1388.7079	-6507.0763	5137.3517	8.396	-3.367	-1.995
20	24400	0.7283	0.1047	0.4549	3.107	0.1082	-18186.633	347.74947	5782.9777	0.7308	-4.969	2.597
21	24400	0.7283	0.1047	1.901	3.107	1.199	-7057.7546	-4216.0819	5975.3072	3.85	-7.389	-0.6668
22	24400	0.7283	0.1047	0.9771	3.107	2.498	-8795.1169	-3685.5344	1901.0235	3.648	-7.177	2.961
23	24400	0.7283	0.1047	2.613	3.107	1.539	-2573.5355	-6847.0942	3920.2236	8.147	-3.749	-1.199
24	24400	0.7283	0.1047	1.882	3.107	2.03	-8364.7494	7756.5633	2236.0092	-3.707	-5.139	3.96
25	24400	0.7283	0.1047	1.136	3.107	2.371	-17874.1	-12975.567	2124.9415	2.779	-4.117	-1.761
26	24400	0.7283	0.1047	2.361	3.107	2.135	-7090.5902	-5612.5573	3948.9029	5.698	-5.995	1.71
27	24400	0.7283	0.1047	1.289	3.107	0.5109	-6103.0075	13604.661	7991.3526	-5.163	-3.151	1.421
28	24400	0.7283	0.1047	2.805	3.107	1.566	-7609.9827	-6371.5495	3255.9186	3.235	-5.817	-3.822
29	24400	0.7283	0.1047	0.428	3.107	1.069	-12416.826	13970.397	5618.7347	-3.309	-3.944	2.494
30	24400	0.7283	0.1047	1.487	3.107	0.7031	-7328.9713	7122.4958	4078.1132	-5.342	-5.595	0.1718
31	24400	0.7283	0.1047	1.017	3.107	0.8014	956.81979	-8104.5635	3081.3728	9.021	0.836	-0.6023
32	24400	0.7283	0.1047	1.711	3.107	2.196	-18292.299	-8163.7207	9330.1855	1.884	-4.835	-0.5362
33	24400	0.7283	0.1047	0.6226	3.107	3.014	-902.98533	-12983.487	12394.795	5.941	-0.7935	-0.3984
34	24400	0.7283	0.1047	1.594	3.107	0.4355	-15125.465	-12875.226	3223.0883	3.131	-4.174	-1.982
35	24400	0.7283	0.1047	2.719	3.107	0.809	-4989.7991	7490.056	2296.2758	-6.685	-4.989	1.746
36	24400	0.7283	0.1047	0.7645	3.107	0.7989	8192.3702	-5434.816	1410.2649	4.646	6.228	-2.99
37	24400	0.7283	0.1047	0.8393	3.107	0.7651	-8676.3636	-7487.8801	749.4872	4.558	-5.576	-2.94
38	24400	0.7283	0.1047	0.5142	3.107	1.1	-8548.6873	5022.301	6426.5755	-3.313	-6.73	0.8527
39	24400	0.7283	0.1047	2.586	3.107	0.7888	-10654.535	-106.1743	3593.287	-1.591	-5.898	-4.89
40	24400	0.7283	0.1047	1.4	3.107	1.487	-5985.6186	-7930.7563	6091.9256	4.532	-5.596	-2.832
41	24400	0.7283	0.1047	2.147	3.107	2.61	-7949.5587	-3854.7252	4773.5225	0.9089	-6.695	-3.893
42	24400	0.7283	0.1047	1.487	3.107	1.727	-7907.8258	8791.9692	1411.3223	-5.105	-4.969	2.347
43	24400	0.7283	0.1047	0.5483	3.107	0.898	-13039.676	5511.882	6508.9533	-1.972	-6.019	1.147
44	24400	0.7283	0.1047	1.001	3.107	2.368	-11528.237	-10555.968	2948.3376	3.872	-4.791	-2.011
45	24400	0.7283	0.1047	2.066	3.107	1.784	-10473.949	-2721.6224	2322.2402	2.306	-7.278	1.87
46	24400	0.7283	0.1047	2.927	3.107	0.1695	-4841.3916	-3515.7711	4814.6273	4.697	-8.194	-1.26
47	24400	0.7283	0.1047	1.641	3.107	2.448	-11262.466	-4547.9677	9749.6929	2.675	-5.944	0.3175
48	24400	0.7283	0.1047	0.5007	3.107	0.4081	-8615.5949	26.867269	3156.8505	1.029	-8.255	2.879
49	24400	0.7283	0.1047	1.533	3.107	1.475	-2571.6684	-7492.5088	1409.1384	6.675	-3.226	-4.97
50	24400	0.7283	0.1047	3.108	3.107	1.059	-7178.7752	-6227.7562	3990.0769	5.17	-5.748	0.3299
